FILIAL;REFERÊNCIA_COR;DESCRIÇÃO_PRODUTO;CATEGORIA;SUB CATEGORIA;VALOR_VENDA;QTDE_ESTOQUE;STATUS_REFERÊNCIA;MOTIVO_STATUS;STATUS_DESATIVADO
LOJA 06;29.15784_27601;VESTIDO MIDI BORDADO ORNAMENTO          ;VESTIDO;VESTIDO;279;3;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.15162_04068;VESTIDO MIDI LISTRA BICOLOR             ;VESTIDO;VESTIDO;537;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14499_27282;VESTIDO MIDI ESTAMPA ISLA               ;VESTIDO;VESTIDO;358;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15928_30001;MACACAO ESTAMPA NATUREZA ESTRELA        ;MACACAO;MACACAO;717;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15810_00083;BODY TRICOT MULTICOLOR                  ;BLUSA;BODY;498;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13602_27293;BERMUDA JACQUARD ESTAMPA MEXICO         ;BERMUDA /SHORT;BERMUDA;358;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14509_27282;MACACAO ESTAMPA ISLA                    ;MACACAO;MACACAO;398;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15954_04314;SHORT VIES                              ;BERMUDA /SHORT;SHORT;327;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14005_04001;CALCA MICROFLARE                        ;CALÇA;CALÇA;447;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14258_2608;BLUSA CROPPED BABADO                    ;BLUSA;BLUSA;89;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14936_1511;VESTIDO TRICOT CURTO LUREX              ;VESTIDO;VESTIDO;518;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13621_04022;TOP DRAPEADO ALCAS ROLOTES              ;BLUSA;TOP;278;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14011_1573;BLUSA BOTOES FRANZIDO                   ;BLUSA;BLUSA;109;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14259_0024;BLUSA ELASTICO BABADO                   ;BLUSA;BLUSA;129;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15841_04325;CAMISA LINHO MANGA 7/8                  ;BLUSA;CAMISA;507;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13927_1573;CROPPED ILHOS                           ;BLUSA;CROPPED;79;3;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.14960_27597;SAIA TRICOT JACQUARD EST FAIXA          ;SAIA;SAIA;518;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15618_0024;BLUSA VISCOSE ALCAS PREGAS CROPPED      ;BLUSA;BLUSA;477;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15321_04035;TOP TRICOT TRAMA BICOLOR                ;BLUSA;TOP;129;3;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17158_0005;CALCA RETA NERVURA                      ;CALÇA;CALÇA;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17076_30215;VESTIDO GGT ESTAMPA HERA MIDI           ;VESTIDO;VESTIDO;798;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17042_30158;BLUSA ESTAMPA GOTA OMBRO A OMBRO        ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17220_04328;CAMISA FENDA COTELE                     ;BLUSA;CAMISA;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17137_0068;COLAR METAL GOTA BOLINHAS               ;ACESSÓRIO;COLAR;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16975_04319;CALCA PANTALONA PESPONTO                ;CALÇA;CALÇA;438;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16323_30040;REGATA ESTAMPA ONCA                     ;BLUSA;REGATA;318;2;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 06;29.17231_0005;CALCA JOGGER LISTRA TRICOT              ;CALÇA;CALÇA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17452_00083;CASACO TRICOT MALHA INGLESA TRICOLOR    ;CASACO / JAQUETA;CASACO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16985_30163;CALCA ESTAMPA MOURISCO                  ;CALÇA;CALÇA;358;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.16302_0005;CAMISA MANGA LONGA LAISE BICOLOR        ;BLUSA;CAMISA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17234_30204;BLUSA MANGA LONGA ESTAMPA PINCELADA     ;BLUSA;BLUSA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16636_30022;VESTIDO MIDI NATUREZA MATCHA            ;VESTIDO;VESTIDO;318;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17236_30206;VESTIDO GGT CURTO ESTAMPA NOITE         ;VESTIDO;VESTIDO;878;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17192_0005;CALCA BLACK JEANS BARRA DESFIADA        ;CALÇA;CALÇA;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17241_30204;VESTIDO GGT LONGO ESTAMPA PINCELADA     ;VESTIDO;VESTIDO;958;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17415_1036;BLUSA TRICOT MANGA LONGA BASICA         ;BLUSA;BLUSA;298;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.17242_30205;SAIA GGT LONGA ESTAMPA HERA             ;SAIA;SAIA;678;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16798_04317;BLUSA MANGA CURTA LISTRAS               ;BLUSA;BLUSA;158;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17242_30215;SAIA GGT LONGA ESTAMPA HERA             ;SAIA;SAIA;678;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17458_031;CALCA TRICOT LINHO MANGA LONGA          ;CALÇA;CALÇA;498;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16438_0005;CAMISA PESPONTO CONTRASTANTE            ;BLUSA;CAMISA;398;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17102_0005;BLUSA DECOTE CANOA MANGA 7/8            ;BLUSA;BLUSA;198;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16361_04317;VESTIDO MIDI ALCA DUPLA                 ;VESTIDO;VESTIDO;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17119_04307;BLUSA MANGA CURTA CAVA DESLOCADA        ;BLUSA;BLUSA;118;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17299_30203;VESTIDO MIDI ESTAMPA CAMO               ;VESTIDO;VESTIDO;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16899_2614;CASACO TRICOT TRANCA                    ;CASACO / JAQUETA;CASACO;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16552_0005;JAQUETA BLACK JEANS                     ;CASACO / JAQUETA;JAQUETA;378;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16921_04319;BLUSA BOLSO ARREDONDADO                 ;BLUSA;BLUSA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17305_04328;CINTO TIRAS CAMURCA QUADRIL             ;ACESSÓRIO;CINTO;218;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.16939_04319;VESTIDO MIDI DECOTE BABADO              ;VESTIDO;VESTIDO;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16557_0005;CALÇA TRICOT PANTACOURT                 ;CALÇA;CALÇA;518;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17218_04067;CALCA SARJA PALA SOBREPOSTA             ;CALÇA;CALÇA;378;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.17309_04329;VESTIDO MIDI BORDADO                    ;VESTIDO;VESTIDO;318;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.17412_0005;BLUSA TRICOT INTARSIA LOVE              ;BLUSA;BLUSA;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16158_0024;SHORT RECORTE PESPONTADO                ;BERMUDA /SHORT;SHORT;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17418_0431;BLUSA TRICOT OMBRO A OMBRO              ;BLUSA;BLUSA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17316_30209;VESTIDO MIDI ESTAMPA LISTRA POA         ;VESTIDO;VESTIDO;478;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.17047_0005;MACACAO DECOTE V MANGA COMPRIDA         ;MACACAO;MACACAO;398;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.17020_0005;VESTIDO MIDI DECOTE V COM NO            ;VESTIDO;VESTIDO;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17450_04329;BLUSA TRICOT LUREX RAINBOW              ;BLUSA;BLUSA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17323_04329;BATA MANGAO BORDADA                     ;BLUSA;BATA;318;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.17456_0005;PONCHO TRICOT LISO                      ;CASACO / JAQUETA;PONCHO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16596_30023;BLUSA ESTAMPA MARACAJA                  ;BLUSA;BLUSA;238;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.17465_1405;SAIA TRICOT LONGA CHEVRON               ;SAIA;SAIA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16367_04328;BLUSA ALCA GODE                         ;BLUSA;BLUSA;238;2;COM FOTO;DESATIVADO;PRODUTO DIFERENTE DA IMAGEM
LOJA 06;29.16801_04308;REGATA DECOTE U COLOR                   ;BLUSA;REGATA;98;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.17326_0024;CROPPED DECOTE QUADRADO                 ;BLUSA;CROPPED;178;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16474_30018;COLETE ESTAMPA MOBILE                   ;COLETE / KIMONO;COLETE;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16711_04321;BLUSA BUSTO FAIXA                       ;BLUSA;BLUSA;238;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16852_04312;BLUSA PALA DECOTE                       ;BLUSA;BLUSA;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16126_04067;CASACO CURTO COMFY                      ;CASACO / JAQUETA;CASACO;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16304_2614;CALCA PALA VIES                         ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17033_30011;VESTIDO MIDI ESTAMPA CONFETE TULE       ;VESTIDO;VESTIDO;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16873_30037;KIMONO ESTAMPA BELA                     ;COLETE / KIMONO;KIMONO;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17345_0005;CALCA CREPE CINTURA BAIXA               ;CALÇA;CALÇA;718;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16915_04329;BLUSA PALA BOTOES                       ;BLUSA;BLUSA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16607_30023;CROPPED ESTAMPA MARACAJA                ;BLUSA;CROPPED;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16919_30212;BLUSA RECORTES ESTAMPA PEONIA           ;BLUSA;BLUSA;158;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17349_04329;CAMISA PREGAS                           ;BLUSA;CAMISA;238;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16399_2595;CALCA SARJA VINCO COLOR                 ;CALÇA;CALÇA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17365_04328;CHEMISE FAIXA MANGA AMPLA               ;BLUSA;CHEMISE;338;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.16937_04328;VESTIDO MIDI LASTEX                     ;VESTIDO;VESTIDO;598;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17036_0024;BLUSA MANGA LONGA RECORTE GOLA TRICOT   ;BLUSA;BLUSA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17182_30203;MACACAO ESTAMPA CAMO                    ;MACACAO;MACACAO;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16321_04014;CAMISA AMPLA 2                          ;BLUSA;CAMISA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16281_0091;CALCA JEANS RETA BORDADO RESPINGOS      ;CALÇA;CALÇA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17040_0005;BLUSA MANGA LONGA DECOTE CANOA          ;BLUSA;BLUSA;178;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17395_04329;CALCA PALA V                            ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16118_031;REGATA OVER BASICA                      ;BLUSA;REGATA;118;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17011_0005;BLUSA MANGA LONGA BORDADO EDEN          ;BLUSA;BLUSA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15867_30049;BLUSA ESTAMPA VOA PRISMA                ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15033_04065;VESTIDO MIDI LISTRA AMARANTO            ;VESTIDO;VESTIDO;558;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15923_30025;BLUSA MANGA LONGA ESTAMPA SELO          ;BLUSA;BLUSA;338;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14491_0024;BLUSA TUNICA VIES AMARRACAO             ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15840_04312;CALCA PANTALONA CINTO PESPONTO          ;CALÇA;CALÇA;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15113_0001;JAQUETA SARJA RECORTE JEANS             ;CASACO / JAQUETA;JAQUETA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15890_2614;BLUSA MANGA 7/8 GOLA E PUNHO RETILINEA  ;BLUSA;BLUSA;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15130_0091;SHORT JEANS PESPONTO BRANCO             ;BERMUDA /SHORT;SHORT;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15942_04303;BLUSA PUNHO VIES                        ;BLUSA;BLUSA;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15135_0091;SHORT JEANS ESTONADO ESTRELA            ;BERMUDA /SHORT;SHORT;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13649_27264;CROPPED ALCA ESTAMPA CABALLOS E         ;BLUSA;CROPPED;89;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.15195_0091;CALCA JEANS BAGGY                       ;CALÇA;CALÇA;278;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15851_04326;CALCA PANTALONA BOLSO PESPONTO          ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15239_04003;REGATA U ACABAMENTO VIES                ;BLUSA;REGATA;98;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14917_1511;CALCA TRICOT LUREX                      ;CALÇA;CALÇA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13863_04017;BLUSA TRICOT CROPPED BARRA RENDA        ;BLUSA;BLUSA;99;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.15915_30000;REGATA ESTAMPA NATUREZA                 ;BLUSA;REGATA;158;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14638_27385;BLUSA CROPPED ESTAMPA MINI TACOS        ;BLUSA;BLUSA;298;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15929_30001;VESTIDO CURTO ESTAMPA NATUREZA ESTRELA  ;VESTIDO;VESTIDO;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15445_04067;CALCA ALGODAO RECORTE E PESPONTO        ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15963_1500;BLUSA TRICOT DECOTE V PONTO COLMEIA     ;BLUSA;BLUSA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15446_0005;CALCA ALGODAO PESPONTOS LATERAIS        ;CALÇA;CALÇA;378;2;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.16066_031;BLUSA RAGLAN MANGA LONGA MESCLA         ;BLUSA;BLUSA;158;2;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 06;29.15453_0005;CAMISA GOLA BLAZER AMARRACAO CROPPED    ;BLUSA;CAMISA;478;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.16096_0091;SHORT JEANS AMPLO ZIGUE ZAGUE ESCURO    ;BERMUDA /SHORT;SHORT;238;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13960_1652;SAIA CURTA COS ELASTICO                 ;SAIA;SAIA;318;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14273_1573;VESTIDO MIDI OMBRO BABADO               ;VESTIDO;VESTIDO;538;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.13772_04003;TOP TRICOT DOUBLE FACE                  ;BLUSA;TOP;119;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14341_04017;SHORT PALA AMARRACAO                    ;BERMUDA /SHORT;SHORT;169;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15604_04077;CINTO FIVELA MICANGA CINTURA            ;ACESSÓRIO;CINTO;258;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15876_30047;VESTIDO MIDI ESTAMPA VOA ROYAL          ;VESTIDO;VESTIDO;598;2;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 06;29.14156_04003;BLUSA LAISE BABADO                      ;BLUSA;BLUSA;129;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15885_04328;CASACO MOLETOM RECORTE LIBERTE          ;CASACO / JAQUETA;CASACO;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14733_04069;MACACAO PANTALONA TOP BABADO            ;MACACAO;MACACAO;518;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.15912_0005;BLUSA SEM MANGA GOLA CANELADO           ;BLUSA;BLUSA;138;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.14733_04114;MACACAO PANTALONA TOP BABADO            ;MACACAO;MACACAO;518;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14197_27289;SAIA MIDI ESTAMPA VERANO                ;SAIA;SAIA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.14736_0024;TUNICA BORDADA QUADRADOS                ;BLUSA;TUNICA;338;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15924_30001;CALCA ESTAMPA NATUREZA ESTRELA          ;CALÇA;CALÇA;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15633_0001;CAMISA CAMBRAIA LINHO MANGA CURTA       ;BLUSA;CAMISA;358;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15932_30001;SAIA MIDI ESTAMPA NATUREZA ESTRELA      ;SAIA;SAIA;378;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15748_27559;BLUSA ESTAMPA CORAL                     ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15945_04308;BLUSA VIVO FRANZIDO                     ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15788_0024;VESTIDO MIDI LINHO LASTEX               ;VESTIDO;VESTIDO;398;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16013_04310;BLUSA DECOTE RECHEIO                    ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15792_0001;VESTIDO MIDI BUSTO DRAPEADO             ;VESTIDO;VESTIDO;159;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16022_0024;CAMISA MANGA LONGA SILK                 ;BLUSA;CAMISA;398;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.15830_2614;VESTIDO LONGO OMBRO BABADO              ;VESTIDO;VESTIDO;478;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16073_04310;BLUSA LAISE BEGONIA                     ;BLUSA;BLUSA;398;2;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16109_04309;BLUSA SILK LA VIE                       ;BLUSA;BLUSA;198;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16084_30158;VESTIDO MIDI ESTAMPA GOTA               ;VESTIDO;VESTIDO;338;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16111_0029;TOP PAETE ALCA DUPLA                    ;BLUSA;TOP;178;2;SEM FOTO;SEM FOTO;0
LOJA 06;29.15839_04321;BLUSA DETALHE BOTOES                    ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.15831_04329;BLUSA PALA BOTOES                       ;BLUSA;BLUSA;218;2;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16797_04328;CALCA CANELADA MIX DE LISTRAS           ;CALÇA;CALÇA;109;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.17187_30167;BLUSA MANGA LONGA ESTAMPA ONCA CAFE     ;BLUSA;BLUSA;49;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.17125_04328;BLUSA SEM MANGA CANELADA GOLA           ;BLUSA;BLUSA;59;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16936_0005;VESTIDO LONGO POA JACQUARD              ;VESTIDO;VESTIDO;239;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16450_0091;SHORT JEANS BOXER                       ;BERMUDA /SHORT;SHORT;119;1;COM FOTO;FOTO TRATAMENTO;0
LOJA 06;29.16483_0005;MACACAO BUSTO FRANZIDO                  ;MACACAO;MACACAO;239;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.17110_0005;MACACAO TOP NO                          ;MACACAO;MACACAO;199;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16487_0005;BLUSA TRICOT LISTRAS                    ;BLUSA;BLUSA;249;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16303_0005;VESTIDO MIDI LAISE BICOLOR              ;VESTIDO;VESTIDO;299;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16649_30023;VESTIDO MIDI ESTAMPA MARACAJA           ;VESTIDO;VESTIDO;159;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16768_04317;BLUSA YIN YANG                          ;BLUSA;BLUSA;69;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17233_30205;BLUSA GGT MANGA LONGA ESTAMPA HERA      ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17052_0015;VESTIDO MANGA LONGA JOGO DE LISTRAS     ;VESTIDO;VESTIDO;119;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16964_0005;SAIA MIDI BORDADO BICOLOR               ;SAIA;SAIA;289;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17078_30204;VESTIDO GGT ESTAMPA PINCELADA MIDI      ;VESTIDO;VESTIDO;479;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16967_30203;SAIA MIDI ESTAMPA CAMO                  ;SAIA;SAIA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16655_30022;CALCA ESTAMPA NATUREZA MATCHA           ;CALÇA;CALÇA;119;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.16459_0005;CALCA CREPE PANTALONA ABOTOAMENTO LATERA;CALÇA;CALÇA;359;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17237_30206;MACACAO GGT ESTAMPA NOITE               ;MACACAO;MACACAO;479;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16322_0001;CAMISA MANGA CURTA PREGAS               ;BLUSA;CAMISA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17238_30206;CALCA GGT PANTALONA ESTAMPA NOITE       ;CALÇA;CALÇA;279;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16134_04328;BLUSA GOLA RIB DESAGULHADA              ;BLUSA;BLUSA;89;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17239_30204;CALCA RETA ESTAMPA PINCELADA            ;CALÇA;CALÇA;259;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17374_04328;BATA DECOTE BABADO                      ;BLUSA;BATA;139;1;SEM FOTO;SEM FOTO;0
LOJA 06;29.17240_30206;BLUSA GGT MANGA LONGA ESTAMPA NOITE     ;BLUSA;BLUSA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16783_04317;BLUSA MANGA LONGA LISTRAS               ;BLUSA;BLUSA;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16980_0024;CALCA PALA V                            ;CALÇA;CALÇA;199;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17062_0005;REGATA METAL CAVA                       ;BLUSA;REGATA;109;1;COM FOTO;DESATIVADO;PROBLEMAS DE QUALIDADE DO PRODUTO
LOJA 06;29.17419_04014;BLUSA TRICOT DETALHE PUIDO              ;BLUSA;BLUSA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16987_0005;CALCA FAIXA AMARRACAO                   ;CALÇA;CALÇA;169;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16563_1129;SAIA TRICOT BICOLOR                     ;SAIA;SAIA;269;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16501_8240;CASACO TRICOT LISTRAS 3D                ;CASACO / JAQUETA;CASACO;229;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17116_0068;BRINCO ARGOLA METAL ACHATADO            ;ACESSÓRIO;BRINCO;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17244_04328;CALCA TUNEL AMARRACAO                   ;CALÇA;CALÇA;199;1;COM FOTO;DESATIVADO;FALTA DE PADRÃO NO TAMANHO
LOJA 06;29.16815_2614;BLUSA TRICOT DETALHE ALINHAVO           ;BLUSA;BLUSA;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17247_0024;COLAR METAL RESINA VAZADO               ;ACESSÓRIO;COLAR;79;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16856_04321;VESTIDO CURTO MANGA AMARRACAO           ;VESTIDO;VESTIDO;179;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.17268_0068;COLAR METAL PENDURICALHOS               ;ACESSÓRIO;COLAR;99;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16460_04321;BLUSA TRICOT MANGA LONGA                ;BLUSA;BLUSA;129;1;COM FOTO;ATIVO NO SITE;0
LOJA 06;29.16668_2206;MACACAO PANTALONA FAIXA                 ;MACACAO;MACACAO;149;1;SEM FOTO;SEM FOTO;0
